 
5000 0.0381413
10000 0.153883
15000 0.356269
20000 0.649963
25000 1.05409
30000 1.57096
35000 2.12905
40000 2.85249
45000 3.67232
50000 4.72831
55000 5.64665
60000 6.6646
65000 7.95473
70000 9.1635
75000 10.892
80000 12.2262
85000 13.8695
90000 15.7599
95000 17.4587
100000 19.6075
105000 21.7572
110000 23.641
115000 25.7768
120000 28.1657
125000 30.6274
