 
12308 0.0169017
22308 0.0433974
32308 0.0461608
42308 0.0642824
52308 0.0527825
62308 0.0690623
72308 0.0883635
82308 0.107856
92308 0.130716
102308 0.109511
112308 0.123144
122308 0.152237
132308 0.164986
142308 0.172403
152308 0.201976
162308 0.222502
172308 0.235183
182308 0.261788
192308 0.302312
202308 0.31494
