14
(-2.11234e+08,6.80375e+08)
(5.9688e+08,5.66198e+08)
(-6.04897e+08,8.23295e+08)
(5.36459e+08,-3.29554e+08)
(1.0794e+08,-4.44451e+08)
(2.57742e+08,-4.52059e+07)
(2.68018e+07,-2.70431e+08)
(8.3239e+08,9.04459e+08)
(4.34594e+08,2.71423e+08)
(2.13938e+08,-7.16795e+08)
(-5.14226e+08,-9.67399e+08)
(6.08354e+08,-7.25537e+08)
(-1.98111e+08,-6.86642e+08)
(-7.82382e+08,-7.40419e+08)
