 
5000 0.0196227
10000 0.0769595
15000 0.13045
20000 0.227868
25000 0.373383
30000 0.509793
35000 0.705248
40000 0.910024
45000 1.16226
50000 1.44614
55000 1.75354
60000 2.10507
65000 2.45508
70000 2.83877
75000 3.27044
80000 3.69461
85000 4.14293
90000 4.59542
95000 5.13146
100000 5.67005
105000 6.3295
110000 7.0504
115000 7.58616
120000 8.33147
125000 8.82301
