 

1          5.01e-07
2          3.5e-07
4          1.393e-06
8          2.324e-06
16         6.191e-06
32         1.9116e-05
64         6.5544e-05
128        0.000201128
256        0.000818338
512        0.00315837
1024       0.0270039
2048       0.0547191
4096       0.242969
8192       1.0454
16384      4.45692
